DepartmentID,DepartmentNM,DepartmentSpecialtyDSC,ICU,FirstICUDate,LastICUDate
14010020044,DF HBC RECOVERY RM JV,,No,,
14010020045,DF HBC RESP THERPY JV,,No,,
14010020046,DF HBC TSSUE TYPIGN JV,,No,,
14010020047,DF HBC ULTRASOUND JV,,No,,
14010020048,DF HBC MED SURG JV,,No,,
14010020049,DF HBC BINNEY MED GRP,,No,,
14010020050,DF RADIOLOGY,Radiology,No,,
14010030001,DF HBC CLIN TRIALS FLK,,No,,
14010030002,DF HBC LAB BLOOD FLK,,No,,
14010030003,DF HBC PHARMACY FLK,,No,,
14010030004,DF HBC PURCH SVCS FLK,,No,,
14010030005,DF BREAST ONC FLK,,No,,
14010030006,DF FLU SHOT CLIC FLK,,No,,
14010030007,DF GASTROINT ONC FLK,,No,,
14010030008,DF GENERAL ONC FLK,,No,,
14010030009,DF HEMATOLGY ONC FLK,,No,,
14010030010,DF INFUSION FLK,,No,,
14010030011,DF NR NUTRITION FLK,,No,,
14010030012,DF NUC MED FLK,,No,,
14010030013,DF OTHER LOC FLK,,No,,
14010030014,DF PHLEBOTOMY FLK,,No,,
14010030015,DF PSYCHO ONC FLK,,No,,
14010030016,DF RADIOLOGY FLK,,No,,
14010030017,DF SOC WORK FLK,,No,,
14010030018,DF SPEC TEST FLK,,No,,
14010030019,DF SPIRITUAL CARE FLK,,No,,
14010030020,DF THORACIC ONC FLK,,No,,
14010040001,DF HBC PHARMACY MIL,,No,,
14010040002,DF BLOOD LAB MIL,,No,,
14010040003,DF BREAST ONC MIL,Breast Oncology,No,,
14010040004,DF FLU SHOT MIL,Flu Clinic,No,,
14010040005,DF GI MIL,Gastrointestinal Oncology,No,,
14010040006,DF GU ONC MIL,Genitourinary Oncology,No,,
14010040007,DF GERI PROGRAM MIL,Gerontology,No,,
14010040008,DF GYN ONC MIL,Gynecologic Oncology,No,,
14010040009,DF H R BREAST MIL,,No,,
14010040010,DF INFUSION MIL,Infusion Therapy,No,,
14010040011,DF MEDICAL ONC MIL,Medical Oncology,No,,
14010040012,DF NUCLEAR MED MIL,,No,,
14010040013,DF NUTRITION MIL,Nutrition,No,,
14010040014,DF OTHER LOC MIL,Medical Oncology,No,,
14010040015,DF OUTSIDE IMAGING MIL,Radiology,No,,
14010040016,DF PHLEBOTOMY MIL,Lab,No,,
14010040017,DF RAD MED ONC MIL,,No,,
14010040018,DF RAD THERAPY MIL,,No,,
14010040019,DF RADIOLOGY MIL,Radiology,No,,
14010040020,DF SOCIAL WORK MIL,Social Services,No,,
14010040021,DF SPIRITUAL CARE MIL,Spiritual Care,No,,
14010040022,DF SURVIVORSHIP MIL,Survivorship Program,No,,
14010040023,DF THORACIC ONC MIL,Thoracic Oncology,No,,
14010040024,BWP RAD ONCOLOGY MIL,Radiation Oncology,No,,
14010040025,DF CENTRAL PHARM MIL,Pharmacy,No,,
14010040026,DF HBC BLD BNK MIL,,No,,
14010040027,DF PALLIATIVE CARE MIL,Palliative Care,No,,
14010040028,DF HEMATOLOGY CLIN MIL,Hematology,No,,
14010040029,DF GENETIC PREVENT MIL,Genetics,No,,
14010040030,DF HBC LAB MIL,Medical Oncology,No,,
14010050001,DF HBC BLD BNK LNH,,No,,
14010050002,DF HBC PHARMACY LNH,,No,,
14010050003,DF BREAST ONC LNH,Breast Oncology,No,,
14010050004,DF COMP MED LNH,Hematology Oncology,No,,
14010050005,DF FLU SHOT LNH,Flu Clinic,No,,
14010050006,DF GI LNH,,No,,
14010050007,DF H R BREAST LNH,,No,,
14010050008,DF HEMATOLOGY ONC LNH,Hematology,No,,
14010050009,DF INFUSION LNH,Infusion Therapy,No,,
14010050010,DF MEDICAL ONC LNH,Medical Oncology,No,,
14010050011,DF NUTRITION LNH,Nutrition,No,,
14010050012,DF OTH LOCATION LNH,Medical Oncology,No,,
14010050013,DF OUTSIDE IMAGING LNH,Radiology,No,,
14010050014,DF PAIN PALL CARE LNH,Pain Medicine,No,,
14010050015,DF PHLEBOTOMY LNH,Lab,No,,
14010050016,DF SOCIAL WORK LNH,Social Services,No,,
14010050017,DF SPIRITUAL CARE LNH,Spiritual Care,No,,
14010050018,DF SURVIVOR PRGM LNH,Survivorship Program,No,,
14010050019,DF THORACIC ONC LNH,Thoracic Oncology,No,,
14010050020,DF RAD ONC LNH,,No,,
14010050021,DF CENTRAL PHARM LNH,Pharmacy,No,,
14010050022,DF GYN ONC LNH,Gynecologic Oncology,No,,
14010050023,DF GENETIC PREVENT LNH,Genetics,No,,
14010050024,DF HBC LAB LNH,Medical Oncology,No,,
14010060001,DF HBC BLD BNK SS,,No,,
14010060002,DF HBC PHARMACY SS,,No,,
14010060003,DF BREAST ONC SS,Breast Oncology,No,,
14010060004,DF GI ONC SS,Gastrointestinal Oncology,No,,
14010060005,DF GENETICS PREVENT SS,Genetics,No,,
14010060006,DF HEMATOLOGY SVC SS,Hematology,No,,
14010060007,DF HBC IMAGING SS,,No,,
14010060008,DF INF IN RAD ONC SS,Infusion Therapy,No,,
14010060009,DF INFUSION ROOM SS,Infusion Therapy,No,,
14010060010,DF LP INF IN RAD ONC,Infusion Therapy,No,,
14010060011,DF MEDICAL ONC SS,Medical Oncology,No,,
14010060012,DF NEURO ONC SS,Neuro Oncology,No,,
14010060013,DF NUTRITION LP,Nutrition,No,,
14010060014,DF NUTRITION SS,Nutrition,No,,
14010060015,DF OTHER LOC SS,Medical Oncology,No,,
14010060016,DF OUTSIDE IMAGING SS,Radiology,No,,
14010060017,DF PHLEBOTOMY SS,Lab,No,,
14010060018,DF RAD ONCOLOGY LP,Radiation Oncology,No,,
14010060019,DF RAD ONCOLOGY SS,Radiation Oncology,No,,
14010060020,DF SOCIAL WORK LP,Social Services,No,,
14010060021,DF SOCIAL WORK SS,Social Services,No,,
14010060022,DF SPIRITUAL CARE SS,Spiritual Care,No,,
14010060023,DF CENTRAL PHARM SS,Pharmacy,No,,
14010060024,DF GU ONC SS,Genitourinary Oncology,No,,
14010060025,DF GYN ONC SS,Gynecologic Oncology,No,,
14010060026,DF SURVIVORSHIP SS,,No,,
14010060027,DF HBC LAB SS,Medical Oncology,No,,
14010070001,DF GYN ONC SE,Gynecologic Oncology,No,,
14010070002,DF INFUSION SE,Infusion Therapy,No,,
14010070003,DF MED ONC SE,Medical Oncology,No,,
14010070004,DF NUTRITION SE,Nutrition,No,,
14010070005,DF PHLEBOTOMY SE,Lab,No,,
14010070006,DF RADIOLOGY SE,Radiology,No,,
14010070007,DF SOCIAL WORK SE,Social Services,No,,
14010070008,DF PHARMACY SE,Pharmacy,No,,
14010070009,DF HBC BLD BNK SE,,No,,
14010070010,DF HBC LAB SE,Medical Oncology,No,,
14010070011,DF GENETICS PREVENT SE,Genetics,No,,
14010070012,DF CONSULT ROOMS SE,Virtual Department,No,,
14010080001,DF MEDICAL ONC MV,Medical Oncology,No,,
14010080002,DF NUTRITION MV,Nutrition,No,,
14010080003,DF SOCIAL WORK MV,Social Services,No,,
14010080004,DF GENETIC PREVENT MV,Genetics,No,,
14010080005,DF SPIRITUAL CARE MV,Spiritual Care,No,,
14010080006,DF PALLIATIVE CARE MV,Palliative Care,No,,
14010080007,DF LAB SERVICES MV,Lab,No,,
14010080008,DF SURVIVORSHIP MV,Survivorship Program,No,,
14010080009,DF INFUSION MV,Infusion Therapy,No,,
14010080010,DF CONSULT ROOMS MV,Virtual Department,No,,
14010080011,DF OTHER LOC MV,Medical Oncology,No,,
14010080012,DF CENTRAL PHARM MV,Pharmacy,No,,
14010080013,DF RADIOLOGY MV,Radiology,No,,
14010080014,DF HBC BLD BNK MV,Virtual Department,No,,
14010080015,DF HBC LAB CTRL MV,Virtual Department,No,,
14010080016,DF HBC CHEMISTRY MV,Virtual Department,No,,
14010080017,DF HBC HEMATOLOGY MV,Virtual Department,No,,
14010080018,DF HBC LAB ADMIN MV,Virtual Department,No,,
14010080019,DF BWH MICRO MV,Virtual Department,No,,
14010080020,DF HBC HSTOCMPTBLTY MV,Virtual Department,No,,
14010080021,DF INTERP SVC MV,Interpreter Services,No,,
14010080022,DF HBC OUT LAB MAYO MV,Virtual Department,No,,
14010090001,DF ACCESS MGMT CH,Virtual Department,No,,
14010090002,DF ACUTE CARE CH,Medical Oncology,No,,
14010090003,DF ADULT FELLOWS CH,Medical Oncology,No,,
14010090004,DF ADULT SURVIVORS CH,Survivorship Program,No,,
14010090005,DF BREAST ONC CH,Breast Oncology,No,,
14010090006,DF CENTRAL PHARM CH,Pharmacy,No,,
14010090007,DF RESOURCES CH,Virtual Department,No,,
14010090008,DF IMG CT CH,Radiology,No,,
14010090009,DF ELECTROCARDIOGRM CH,Medical Oncology,No,,
14010090010,DF FRIENDS PLACE CH,Durable Medical Equipment Supply/Boutique,No,,
14010090011,DF GI ONC CH,Gastrointestinal Oncology,No,,
14010090012,DF GENETICS PREVENT CH,Genetics,No,,
14010090013,DF GU ONC CH,Genitourinary Oncology,No,,
14010090014,DF GYN ONC CH,Gynecologic Oncology,No,,
14010090015,DF INFUSION CH,Infusion Therapy,No,,
14010090016,DF IMG DIAG CH,Radiology,No,,
14010090017,DF IMAGING NURSING CH,Lab,No,,
14010090018,DF INTERP SVC CH,Interpreter Services,No,,
14010090019,DF LAB SERVICES CH,Lab,No,,
14010090020,DF IMG MAMMOGRAPHY CH,Radiology,No,,
14010090021,DF IMG MRI CH,Radiology,No,,
14010090022,DF IMG NUC MED CH,Nuclear Medicine,No,,
14010090023,DF NUTRITION CH,Nutrition,No,,
14010090024,DF PALLIATIVE CARE CH,Palliative Care,No,,
14010090025,DF IMG PET SCAN CH,Radiology,No,,
14010090026,DF PHARMACY CLINIC CH,Pharmacy,No,,
14010090027,DF PSYCH ONC CH,Psychosocial Oncology,No,,
14010090028,DF RESPIRATORY THRP CH,Respiratory Therapy,No,,
14010090029,DF SOCIAL WORK CH,Social Services,No,,
14010090030,DF SPIRITUAL CARE CH,Spiritual Care,No,,
14010090031,DF THORACIC ONC CH,Thoracic Oncology,No,,
14010090032,DF IMG ULTRASOUND CH,Radiology,No,,
15010010001,ZMEE EMERGENCY MC,Emergency Medicine,No,,
15010010002,ZMEE FAC PLASTICS MC,Facial Plastics,No,,
15010010003,ZMEE OPH GF MC,Ophthalmology,No,,
15010010004,ZMEE ANESTHESIA,Anesthesiology,No,,
15010010005,ZMEE AUDIO MC,Audiology,No,,
15010010006,ZMEE CENTRAL PHARM MC,Pharmacy,No,,
15010010007,ZMEE CENTRAL SUPPLY,,No,,
15010010008,ZMEE OPH TRAUMA MC,Trauma Ophthalmology,No,,
15010010009,ZMEE CORNEA MC,Cornea Ophthalmology,No,,
15010010010,ZMEE COMP OPH MC,Ophthalmology,No,,
15010010011,ZMEE IMG CT MC,Radiology,No,,
15010010012,ZMEE DERMATOLOGY MC,Dermatology,No,,
15010010013,ZMEE EMPLOYEE HEALTH,Occupational Health,No,,
15010010014,ZMEE IRD MC,Retinal Degeneration Ophthalmology,No,,
15010010015,ZMEE OPH TEST 12FL MC,Ophthalmology Imaging,No,,
15010010016,ZMEE GLAUCOMA MC,Glaucoma Ophthalmology,No,,
15010010017,ZMEE HBO MC,Wound Care,No,,
15010010018,ZMEE HEAD AND NECK MC,Head and Neck Surgery,No,,
15010010019,ZMEE INPATIENT ADULT MC,Adult Medicine,No,,
15010010020,ZMEE INPATIENT PEDI MC,Pediatrics,No,,
15010010021,ZMEE LABORATORY MC,Lab,No,,
15010010022,ZMEE LARYNGOLOGY MC,Otolaryngology,No,,
15010010023,ZMEE MAIN PERIOP DEPT,,No,,
15010010024,ZMEE PPE MC,Pre-Admission Testing,No,,
15010010025,ZMEE IMG MRI MC,Radiology,No,,
15010010026,ZMEE NEURO OPH MC,Neuro-Ophthalmology,No,,
15010010027,ZMEE OPH LASER 12FL,Ophthalmology,No,,
15010010028,ZMEE OPH PLASTICS MC,Oculoplastics Ophthalmology,No,,
15010010029,ZMEE OPTOMETRY MC,Optometry,No,,
15010010030,ZMEE ORL GENERAL MC,Otolaryngology,No,,
15010010031,ZMEE ORL LASER MC,Dermatology,No,,
15010010032,ZMEE OTOLOGY MC,Otology ,No,,
15010010033,ZMEEA OTO-NEUROLOGY MC,Otoneurology,No,,
15010010034,ZMEE MAIN PRE/POST,General Surgery,No,,
15010010035,ZMEE PATHOLOGY MC,Pathology,No,,
15010010036,ZMEE PEDI ORL MC,Pediatric Otolaryngology,No,,
15010010037,ZMEE RADIOLOGY MC,Radiology,No,,
15010010038,ZMEE REFRACTIVE MC,Cornea Ophthalmology,No,,
15010010039,ZMEE RETINA MC,Retina Ophthalmology,No,,
15010010040,ZMEE SOCIAL SERVICE,Social Services,No,,
15010010041,ZMEE 6TH FL PERIOP DEPT,General Surgery,No,,
15010010042,ZMEE 6TH PRE/POST,General Surgery,No,,
15010010043,ZMEE MAIN PEDI HOLDING,,No,,
15010010044,ZMEE IMG U/S MC,Radiology,No,,
15010010045,ZMEE UVEITIS MC,Uveitis and Ocular Immunology,No,,
15010010046,ZMEE VEST LAB MC,Vestibular,No,,
15010010047,ZMEE VISION CRE DEAF MC,Ophthalmology,No,,
15010010048,ZMEE VISION REHAB MC,Vision Rehab,No,,
15010010049,ZMEE VOICE SP LAB MC,Speech Therapy,No,,
15010010050,ZMEE IMG DIAG RAD MC,Radiology,No,,
15010010051,ZMEE OPH LASER 1FL,Ophthalmology,No,,
15010010052,MEE IP OCC THERAPY,Occupational Therapy,No,,
15010010053,MEE IP RESP THERAPY,Respiratory Therapy,No,,
15010010054,MEE SLP VFSS,Speech Therapy,No,,
15010010055,MEE IP SPEECH PATH,Speech Therapy,No,,
15010010056,MEE IP SPIRITUAL CARE,Spiritual Care,No,,
15010010057,MEE IP NUTRITION,Nutrition,No,,
15010010058,MEE IP CHILD LIFE,,No,,
15010010059,MEE IP CASE  MGMT,Care Management,No,,
15010010060,MEE IV THERAPY,Infusion Therapy,No,,
15010010061,MEE PICC IV THERAPY,Infusion Therapy,No,,
15010010062,ZMEE IP PHYS THERAPY,Physical Therapy,No,,
15010010063,ZMEE IP OCC THERAPY,Occupational Therapy,No,,
15010010064,ZMEE IP RESP THERAPY,Respiratory Therapy,No,,
15010010065,MEE SLP VFSS,Speech Therapy,No,,
15010010066,ZMEE IP SPEECH PATH,Speech Therapy,No,,
15010010067,ZMEE IP SPIRITUAL CARE,Spiritual Care,No,,
15010010068,ZMEE IP NUTRITION,Nutrition,No,,
15010010069,ZMEE IP CHILD LIFE,Child Life,No,,
15010010070,ZMEE IP CASE  MGMT,Case Management,No,,
15010010071,MEE IV THERAPY,Infusion Therapy,No,,
15010010072,MEE PICC IV THERAPY,Infusion Therapy,No,,
15010010073,ZMEE IMG OUTSIDE,Radiology,No,,
15010010074,ZMEE MAIN OR,General Surgery,No,,
15010010075,ZMEE 6TH FL OR,General Surgery,No,,
15010010076,ZMEE ADMISSIONS,,No,,
15010010077,ZMEE CONSULT FROM MGH,,No,,
15010010078,ZMEE IMG IR RADIOLOGIST,Interventional Radiology,No,,
15010010079,ZMEE IMG RADIOLOGIST,Radiology,No,,
15010010080,ZMEE HEALTH INFO MGMT,Virtual Department,No,,
15010010081,ZMEE IMG IMAGE SVC,Radiology,No,,
15010010082,ZMEE BILLING ADMIN,Virtual Department,No,,
15010010083,ZMEE MINOR PROC G FLR,,No,,
15010010084,ZMEE INTERP SVC,Interpreter Services,No,,
15010010085,ZMEE INFECTION CONTROL,Infectious Diseases,No,,
15010010086,ZMEE RHINOLOGY MC,Sinus,No,,
15010010087,ZMEE GENETIC COUNSEL MC,Genetics,No,,
15010010088,ZMEE ORL GF MC,Otolaryngology,No,,
15010010089,MEE FAC PLASTIC INJ MC,Facial Plastics,No,,
15010010090,ZMEE BACTERIOLOGY MC,Lab,No,,
15010010091,MEE OPH ULTRASOUND MC,Ophthalmology Imaging,No,,
15010010092,ZMEE ADMINISTRATIVE,,No,,
15010010093,ZMEE ORL IP,Otolaryngology,No,,
15010010094,ZMEE OPH IP,Ophthalmology,No,,
15010010095,ZMEE HBC MGH BLOOD BANK,Virtual Department,No,,
15010010096,ZMEE HBC MGH LAB,Virtual Department,No,,
15010010097,ZMEE HBC MGH PATHOLOGY,Virtual Department,No,,
15010010098,ZMEE HBC MGH RADIOLOGY,Virtual Department,No,,
15010010099,ZMEE HBC MGH PT ST,Virtual Department,No,,
15010010100,ZMEE HBC MGH OR ANES,Virtual Department,No,,
15010010101,ZMEE HBC MGH OT,Virtual Department,No,,
15010010102,ZMEE HBC MGH EEG,Virtual Department,No,,
15010010103,ZMEE HBC MGH OTHER,Virtual Department,No,,
15010010104,ZMEE RESEARCH,Research,No,,
15010010105,ZMEE MGH ORTHO PROSTH,Cast Clinic,No,,
15010010106,ZMEE MGH ORTHO PLASTER,Cast Clinic,No,,
15010010107,ZMEE PERSONALIZED LAB,Virtual Department,No,,
15010010108,ZMEE BUSINESS OFFICE,Virtual Department,No,,
15010010109,ZMEE NONPHS,Virtual Department,No,,
15010010110,ZMEE OPH INFUSION MC,Infusion Therapy,No,,
15010010111,ZMEE EXTERNAL PROVIDER,Virtual Department,No,,
15010010112,ZMEE REFERENCE LAB MC,Lab,No,,
15010010113,ZMEE OPH ED FOLLOWUP MC,Ophthalmology,No,,
15010010114,ZMEE OPH INF 10 FL MC,Infusion Therapy,No,,
15010010115,ZMEE HEAD AND NECK MD MC,Head and Neck Oncology,No,,
15010020001,ZMEE GLAUCOMA EBW,Glaucoma Ophthalmology,No,,
15010020002,ZMEE OPH TESTING EBW,Ophthalmology Imaging,No,,
15010020003,ZMEE ORL EBW,Otolaryngology,No,,
15010020004,ZMEE OPH PLASTICS EBW,Oculoplastics Ophthalmology,No,,
15010020005,ZMEE RETINA EBW,Retina Ophthalmology,No,,
15010020006,ZMEE AUDIO EBW,Audiology,No,,
15010020007,ZMEE CORNEA EBW,Cornea Ophthalmology,No,,
15010030001,ZMEE AUDIO STN MONT,Audiology,No,,
15010030002,ZMEE CORNEA STN MONT,Cornea Ophthalmology,No,,
15010030003,ZMEE COMP OPH STN MONT,Ophthalmology,No,,
15010030004,ZMEE GLAUCOMA STN MONT,Glaucoma Ophthalmology,No,,
15010030005,ZMEE OPTMTRY STN MONT,Optometry,No,,
15010030006,ZMEE OPH PLAST STN MONT,Oculoplastics Ophthalmology,No,,
15010030007,ZMEE RETINA STN MONT,Retina Ophthalmology,No,,
15010030008,ZMEEA ORL STN MONT,Otolaryngology,No,,
15010030009,ZMEE OPH TEST STN MONT,Ophthalmology Imaging,No,,
15010030010,ZMEE RETINA WOOD MONT,Retina Ophthalmology,No,,
15010040001,ZMEEA AUDIO MEDFORD,Audiology,No,,
15010040002,ZMEEA ORL MEDFORD,Otolaryngology,No,,
15010050001,MEEA CORNEA WAL,Cornea Ophthalmology,No,,
15010050002,ZMEEA CORNEA REFRAC WAL,Cornea Ophthalmology,No,,
15010050003,ZMEEA OPH PLASTICS WAL,Oculoplastics Ophthalmology,No,,
15010050004,ZMEEA COMP OPH WAL,Ophthalmology,No,,
15010050005,ZMEEA OPTOMETRY WAL,Optometry,No,,
15010050006,ZMEEA OPH TEST WAL,Ophthalmology Imaging,No,,
15010050007,ZMEEA GLAUCOMA WALTHAM,Glaucoma Ophthalmology,No,,
15010060001,ZMEEA AUDIO NWH,Audiology,No,,
15010060002,ZMEEA ORL NWH,Otolaryngology,No,,
15010070001,ZMEE VEST LAB BRAINTREE,Vestibular,No,,
15010080001,ZMEEA RETINA STN WOOD,Retina Ophthalmology,No,,
15010090001,ZMEE IMG CT QUINCY,Radiology,No,,
15010090002,ZMEE PROCEDURE QUINCY,Otolaryngology,No,,
15010090003,ZMEE SLEEP LAB QUINCY,Sleep Medicine,No,,
15010090004,ZMEEA AUDIO QUINCY,Audiology,No,,
15010090005,ZMEEA ORL QUINCY,Otolaryngology,No,,
15010090006,ZMEE VOICE SPC LAB QNCY,Speech Therapy,No,,
15010100001,ZMEE AUDIO CONCORD,Audiology,No,,
15010100002,ZMEEA ORL CONCORD,Otolaryngology,No,,
15010110001,ZMEE CORNEA LW,Cornea Ophthalmology,No,,
15010110002,ZMEE COMP OPH LW,Ophthalmology,No,,
15010110003,MEE FLUOROSCEIN LW,Ophthalmology,No,,
15010110004,ZMEE GLAUCOMA LW,Glaucoma Ophthalmology,No,,
15010110005,ZMEE OPH LASER LW,Ophthalmology,No,,
15010110006,ZMEE OPH PLASTICS LW,Oculoplastics Ophthalmology,No,,
15010110007,ZMEE OPTOMETRY LW,Optometry,No,,
15010110008,ZMEE RETINA LW,Retina Ophthalmology,No,,
15010110009,ZMEE LW PERIOP DEPT,,No,,
15010110010,ZMEE OPH TESTING LW,Ophthalmology Imaging,No,,
15010110011,MEE ULTRASOUND LW,Radiology,No,,
15010110012,ZMEE UVEITIS LW,Uveitis and Ocular Immunology,No,,
15010110013,ZMEE CENTRAL PHARM LW,Pharmacy,No,,
15010110014,ZMEE LW OR,General Surgery,No,,
15010110015,ZMEE LW PRE/POST,General Surgery,No,,
15010110016,ZMEE LW ANESTHESIA,Anesthesiology,No,,
15010110017,MEE ADMISSIONS,,No,,
15010110018,ZMEE ORL GENERAL LW,Otolaryngology,No,,
15010110019,ZMEE AUDIO LW,Audiology,No,,
15010110020,MEE VESTIBULAR LAB LW,Vestibular,No,,
15010120001,ZMEEA RETINAL CHEL,Retina Ophthalmology,No,,
15010130001,ZMEE OPH BEETHAM JOS,,No,,
15010140001,ZMEE RETINA PLAINVILLE,Retina Ophthalmology,No,,
15010150001,ZMEEA RETINA PROVIDENCE,Retina Ophthalmology,No,,
15010160001,ZMEEA AUDIO DUXBURY,Audiology,No,,
15010160002,ZMEEA ORL DUXBURY,Otolaryngology,No,,
15010170001,ZMEEA AUDIO WEYMOUTH,Audiology,No,,
15010170002,ZMEEA ORL WEYMOUTH,Otolaryngology,No,,
15010180001,ZMEEA ORL MILTON,Otolaryngology,No,,
15010260001,ZMEEA ORL DFCI,Otolaryngology,No,,
15010280001,ZMEEA OPTOMETRY SPLDG,Optometry,No,,
15010280002,ZMEEA ORL SPLDG,Otolaryngology,No,,
15010310001,ZMEEA AUDIO STN 41 MONT,Audiology,No,,
15010310002,ZMEEA ORL STN 41 MONT,Otolaryngology,No,,
15010320001,ZMEEA AUDIO NWH WALNUT,Audiology,No,,
15010320002,ZMEEA ORL NWH WALNUT,Otolaryngology,No,,
15010330001,ZMEEA OPH PLAST MALDEN,Ophthalmology,No,,
15010330002,ZMEEA COMP OPH MALDEN,Ophthalmology,No,,
15010330003,ZMEEA OPTOMETRY MALDEN,Optometry,No,,
15010330004,ZMEEA GLAUCOMA MALDEN,Glaucoma Ophthalmology,No,,
15010330005,ZMEEA CORNEA MALDEN,Cornea Ophthalmology,No,,
15010340001,ZMEEA ORL CRMA,Otolaryngology,No,,
15010350001,ZMEEA ORL HARWICH,Otolaryngology,No,,
15010350002,ZMEEA AUDIOLOGY HARWICH,Audiology,No,,
15010360001,ZMEEA ORL MASHPEE,Otolaryngology,No,,
15010360002,ZMEEA AUDIOLOGY MASHPEE,Audiology,No,,
15010370001,ZMEEA ORL EMERSON PL,Otolaryngology,No,,
16010010001,SSNS ESA DANVERS,General Surgery,No,,
16010010002,SSNS DANVERS,General Surgery,No,,
16010020001,SSNS ESA BEVERLY,General Surgery,No,,
16010020002,ESA BUSINESS OFFICE,,No,,
17010010001,MGV F PEDLOW MD,Spine Surgery,No,,
17010010002,MGV SANG GIL LEE MD,Orthopedics,No,,
17010010003,MGV D BURKE MD,Orthopaedic Surgery,No,,
17010010004,MGV FANG ASSC,Internal Medicine,No,,
17010010005,MGV CHA WELL CTHC2,Psychiatry,No,,
17010010006,MGV CHA WELL RHC5,Psychiatry,No,,
17010010007,MGV G THEODORE MD,Orthopedics,No,,
17010010008,MGV MCGOVERN UROLOGIC,Urology,No,,
17010010009,MGV J WONG MD,Allergy,No,,
17010010010,MGV VGC RENAL ASSOC,Nephrology,No,,
18010010001,MGNE ADLT MED NOREND,Internal Medicine,No,,
18010010002,MGNE PEDIATRICS NOREND,Pediatrics,No,,
18010010003,MGNE ADMIN NOREND,Virtual Department,No,,
18010010004,MGNE BEHAVMED NOREND,Behavioral Health,No,,
18010010005,MGNE DENTAL NOREND,Dentistry,No,,
18010010006,MGNE RADIOLOGY NOREND,Radiology,No,,
18010010007,MGNE LAB NOREND,Lab,No,,
18010010008,MGNE PODIATRY NOREND,Podiatry,No,,
18010010009,MGNE OBGYN NOREND,Obstetrics and Gynecology,No,,
18010010010,MGNE VISION NOREND,Ophthalmology,No,,
18010010011,MGNE OUTREACH NOREND,Social Services,No,,
18010010012,MGNE TRANSPORT NOREND,Virtual Department,No,,
18010010013,MGNE INTERP SVC NOREND,Interpreter Services,No,,
18010010014,MGNE PHARMACY NOREND,Pharmacy,No,,
18010010015,MGNE HEALTH INFO MGMT,Virtual Department,No,,
18010010016,MGNE BUSINESS OFFICE,Virtual Department,No,,
18010020001,MGNE CHHS NOREND,Pediatrics,No,,
18010030001,MGNE BEHAVMED CHTS,Behavioral Health,No,,
18010030002,MGNE FAM MED CHTS,Family Medicine,No,,
18010030003,MGNE DENTAL CHTS,Dentistry,No,,
18010030004,MGNE LAB CHTS,Lab,No,,
18010030005,MGNE OBGYN CHTS,Obstetrics and Gynecology,No,,
18010030006,MGNE PEDIATRICS CHTS,Pediatrics,No,,
18010030007,MGNE VISION CHTS,Ophthalmology,No,,
18010030008,MGNE NEWH SUDS,Social Services,No,,
18010030009,MGNE INT SERVICES CHTS,Interpreter Services,No,,
18010040001,MGNE DENTAL CHELSEA,Dentistry,No,,
19010010001,BWP RAD ONCOLOGY MANS,Radiation Oncology,No,,
19010010002,BWP RO BUSINESS OFFICE,Virtual Department,No,,
100200163084,MGP ORTHO DANMOB ADLL,,No,,
100300104321,BWF ANESTHESIA,,No,,
100300104322,FXB ANESTHESIA,,No,,
100300104323,NSM UNION ANESTHESIA,,No,,
100300104324,NSM SALEM ANESTHESIA,,No,,
2102001036401,MGP DERM INFUS STAN200,Dermatology,No,,
20001010010001,NWC ALLERGY AND ASTHMA,Allergy,No,,
20002010010001,NWC MITCH ABRAMSON,Internal Medicine,No,,
20005010010001,NSC ATLANTIC COAST OPH,Ophthalmology,No,,
20009010010001,NWC ALEXANDER KOPP,Internal Medicine,No,,
20010010010001,NSC ALEXEYENKO LYNN,Internal Medicine,No,,
20010010020001,NSC ALEXEYENKO BRIGHTN,Internal Medicine,No,,
20011010010001,NSC N DUDANI LYNN,Allergy and Immunology,No,,
20011010020001,NSC N DUDANI PEABODY,Allergy and Immunology,No,,
20012010010001,NWC ALLAN ENGEL,Internal Medicine,No,,
20013010010001,NWC ALLA NEYSHTADT,Internal Medicine,No,,
20014010010001,NWC ARTHUR PAPPAS,Psychiatry,No,,
20015010010001,APP ABINGTON PED,Pediatrics,No,,
20018010010001,NSC AESTH PL SURG N SH,Plastic Surgery,No,,
20019010010001,NWC ALAN SILKEN NWOOD,Pediatric Neurology,No,,
20019010020001,NWC ALAN SILKEN NEWTON,Pediatric Neurology,No,,
20021010010001,NWC AWBW WELLESLEY,Obstetrics and Gynecology,No,,
20021010020001,NWC AWBW WALPOLE,Obstetrics and Gynecology,No,,
20021010030001,NWC AWBW WALTHAM,Obstetrics and Gynecology,No,,
20021010040001,NWC AWBW NATICK,Obstetrics and Gynecology,No,,
20021010050001,NWC AWBW 978,Obstetrics and Gynecology,No,,
20022010010001,NWC ANN WANG DOHLMAN,Allergy and Immunology,No,,
20023010010001,NSC BRUCE GOLDBERG,Psychiatry,No,,
20026010010001,NSC BHAGWAN GUPTA,Internal Medicine,No,,
